Airline,month,day ,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Dgree,Duration(Minutes),day_number,Price_USD
Multiple carriers,3,21,Delhi,Cochin,10:00,01:35,1.0,Business,935,3,93.08045977011494
Multiple carriers,3,27,Delhi,Cochin,10:00,21:00,1.0,Economy,660,2,79.11494252873563
Multiple carriers,6,15,Delhi,Cochin,10:00,19:15,1.0,Business,555,5,185.1494252873563
SpiceJet,3,18,Kolkata,Banglore,17:15,19:45,0.0,Economy,150,0,50.72413793103448
Jet Airways,6,1,Delhi,Cochin,14:35,12:35,2.0,Business,1320,5,125.5057471264368
IndiGo,5,9,Kolkata,Banglore,21:25,00:05,0.0,Economy,160,3,55.2183908045977
Jet Airways,6,6,Kolkata,Banglore,20:25,10:55,1.0,Business,870,3,121.13793103448276
IndiGo,3,9,Banglore,New Delhi,22:20,01:10,0.0,Economy,170,5,50.310344827586206
Air India,6,6,Banglore,Delhi,06:10,08:55,0.0,Economy,165,3,80.01149425287356
Multiple carriers,5,27,Delhi,Cochin,13:00,21:00,1.0,Business,480,0,85.14942528735632
IndiGo,5,9,Banglore,Delhi,18:55,21:50,0.0,Economy,175,3,55.4367816091954
IndiGo,3,21,Kolkata,Banglore,14:20,16:55,0.0,Economy,155,3,59.747126436781606
Jet Airways,6,1,Delhi,Cochin,17:30,19:00,1.0,Business,1530,5,117.95402298850574
Vistara,4,27,Banglore,Delhi,17:00,19:35,0.0,Economy,155,5,64.51724137931035
Jet Airways,6,12,Delhi,Cochin,20:55,04:25,1.0,Business,450,2,117.95402298850574
IndiGo,5,3,Mumbai,Hyderabad,09:10,10:40,0.0,Business,90,4,66.14942528735632
Vistara,5,21,Chennai,Kolkata,07:05,09:20,0.0,Economy,135,1,42.37931034482759
Jet Airways,6,3,Mumbai,Hyderabad,19:35,21:05,0.0,Business,90,0,65.26436781609195
Multiple carriers,3,21,Delhi,Cochin,18:15,01:35,1.0,Business,440,3,155.6551724137931
Jet Airways,3,21,Delhi,Cochin,19:15,18:50,1.0,Business,1415,3,141.91954022988506
Jet Airways,5,21,Kolkata,Banglore,09:35,19:10,1.0,Business,575,1,142.3448275862069
Jet Airways,4,9,Delhi,Cochin,05:30,04:25,2.0,Business,1375,1,125.39080459770116
IndiGo,6,3,Banglore,Delhi,16:55,19:55,0.0,Economy,180,0,55.4367816091954
IndiGo,6,12,Delhi,Cochin,16:00,21:00,1.0,Economy,300,2,69.75862068965517
Jet Airways,5,21,Delhi,Cochin,16:00,19:00,1.0,Business,1620,1,148.2528735632184
IndiGo,6,15,Kolkata,Banglore,04:40,07:15,0.0,Economy,155,5,55.2183908045977
Jet Airways,3,24,Kolkata,Banglore,08:25,04:45,1.0,Business,1220,6,115.29885057471265
IndiGo,6,9,Delhi,Cochin,07:35,22:30,1.0,Economy,895,6,74.04597701149426
Air India,5,21,Delhi,Cochin,12:00,07:40,2.0,Business,1180,1,110.95402298850574
Vistara,6,9,Kolkata,Banglore,17:00,20:20,1.0,Business,1640,6,98.96551724137932
Jet Airways,6,12,Delhi,Cochin,14:00,19:00,1.0,Business,300,2,169.1264367816092
Air India,3,1,Banglore,New Delhi,00:30,23:55,1.0,Business,1405,4,144.816091954023
Multiple carriers,5,9,Delhi,Cochin,04:55,19:00,1.0,Business,845,3,104.63218390804596
Jet Airways,5,21,Delhi,Cochin,22:50,04:25,1.0,Business,335,1,148.2528735632184
SpiceJet,6,6,Mumbai,Hyderabad,05:45,07:15,0.0,Economy,90,3,30.42528735632184
Jet Airways,3,3,Mumbai,Hyderabad,07:10,08:35,0.0,Business,85,6,65.26436781609195
Jet Airways,5,18,Delhi,Cochin,19:15,12:35,1.0,Business,1040,5,142.2183908045977
SpiceJet,3,27,Kolkata,Banglore,17:15,19:45,0.0,Economy,150,2,44.2183908045977
Jet Airways,5,21,Kolkata,Banglore,17:00,18:00,1.0,Business,1500,1,162.6551724137931
Jet Airways,3,6,Delhi,Cochin,08:00,04:25,1.0,Business,1225,2,159.11494252873564
Jet Airways,5,18,Banglore,Delhi,15:15,18:10,0.0,Business,175,5,83.0919540229885
Jet Airways,6,18,Mumbai,Hyderabad,02:55,04:20,0.0,Economy,85,1,57.41379310344828
Jet Airways,6,6,Delhi,Cochin,20:55,04:25,1.0,Business,450,3,117.95402298850574
Jet Airways,5,9,Delhi,Cochin,05:30,04:25,2.0,Business,1375,3,149.75862068965515
Jet Airways,3,9,Delhi,Cochin,19:15,04:25,1.0,Business,550,5,161.5287356321839
Jet Airways,3,1,Banglore,New Delhi,16:55,07:40,1.0,First Class,885,4,309.08045977011494
SpiceJet,4,1,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,0,44.14942528735632
Air India,3,1,Banglore,New Delhi,10:30,22:55,1.0,Business,745,4,126.47126436781608
Vistara,4,9,Banglore,Delhi,11:30,14:20,0.0,Economy,170,1,62.10344827586207
Multiple carriers,3,3,Delhi,Cochin,08:00,18:50,1.0,Business,650,6,176.3448275862069
Air India,6,12,Kolkata,Banglore,20:30,13:45,2.0,Business,1035,2,140.50574712643677
IndiGo,3,15,Chennai,Kolkata,19:35,21:55,0.0,Business,140,4,72.37931034482759
SpiceJet,5,1,Kolkata,Banglore,15:55,21:25,1.0,Business,330,2,101.65517241379312
Multiple carriers,6,1,Delhi,Cochin,14:00,01:30,1.0,Business,690,5,153.75862068965515
GoAir,3,9,Banglore,New Delhi,20:55,23:50,0.0,Economy,175,5,65.58620689655173
Air India,6,12,Delhi,Cochin,21:00,07:40,1.0,Business,640,2,96.22988505747126
IndiGo,5,27,Delhi,Cochin,06:40,21:00,1.0,Economy,860,0,75.01149425287356
IndiGo,6,1,Banglore,Delhi,16:55,19:45,0.0,Economy,170,5,55.4367816091954
IndiGo,6,24,Mumbai,Hyderabad,16:55,18:25,0.0,Economy,90,0,36.49425287356322
Multiple carriers,5,6,Delhi,Cochin,09:00,19:00,1.0,Business,600,0,119.6206896551724
IndiGo,4,18,Banglore,Delhi,04:00,06:50,0.0,Economy,170,3,50.83908045977012
Vistara,5,9,Kolkata,Banglore,17:00,20:20,1.0,Business,1640,3,109.82758620689656
Jet Airways,4,1,Kolkata,Banglore,16:30,16:20,1.0,Business,1430,0,145.75862068965515
Jet Airways,6,6,Kolkata,Banglore,14:05,04:40,1.0,Business,875,3,150.10344827586206
Jet Airways,5,9,Kolkata,Banglore,16:30,10:05,1.0,Business,1055,3,98.6896551724138
GoAir,4,6,Banglore,Delhi,20:55,23:40,0.0,Economy,165,5,39.298850574712645
SpiceJet,6,3,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,0,44.51724137931034
Air India,6,6,Kolkata,Banglore,10:00,20:25,1.0,Business,625,3,117.27586206896552
Jet Airways,5,27,Delhi,Cochin,19:30,04:25,2.0,Business,535,0,149.75862068965515
Jet Airways,5,15,Kolkata,Banglore,16:30,22:35,1.0,Business,365,2,124.64367816091954
Jet Airways,3,24,Kolkata,Banglore,18:55,08:10,1.0,Business,795,6,127.97701149425288
Vistara,6,12,Kolkata,Banglore,20:20,18:50,1.0,Business,1350,2,98.96551724137932
IndiGo,4,15,Kolkata,Banglore,20:20,22:55,0.0,Economy,155,0,47.97701149425287
Jet Airways,3,9,Banglore,New Delhi,08:00,09:30,1.0,Business,1530,5,127.4367816091954
SpiceJet,6,18,Banglore,Delhi,21:10,00:05,0.0,Economy,175,1,45.64367816091954
Jet Airways,4,9,Delhi,Cochin,07:05,19:00,1.0,Business,715,1,201.5057471264368
SpiceJet,6,6,Banglore,Delhi,05:55,08:35,0.0,Economy,160,3,41.06896551724138
Air India,5,1,Kolkata,Banglore,09:25,07:55,1.0,Business,1350,2,96.16091954022988
Air India,3,3,Kolkata,Banglore,14:15,16:45,0.0,Business,150,6,159.5977011494253
Multiple carriers,6,9,Delhi,Cochin,17:50,01:30,2.0,Business,460,6,212.4712643678161
Air Asia,4,27,Kolkata,Banglore,19:55,22:25,0.0,Economy,150,5,50.67816091954023
Vistara,5,1,Kolkata,Banglore,20:20,23:25,1.0,Business,1625,2,92.93103448275862
Multiple carriers,6,6,Delhi,Cochin,17:30,01:30,1.0,Business,480,3,153.75862068965515
Air India,5,21,Delhi,Cochin,13:20,07:40,2.0,Business,1100,1,155.60919540229884
Multiple carriers,3,6,Delhi,Cochin,19:00,01:35,1.0,Business,395,2,174.10344827586206
Jet Airways,5,27,Banglore,Delhi,11:10,14:05,0.0,Economy,175,0,46.32183908045977
Multiple carriers,6,6,Delhi,Cochin,08:00,19:15,1.0,Business,675,3,170.66666666666666
Jet Airways,3,18,Banglore,New Delhi,22:50,08:15,1.0,Business,565,0,155.80459770114942
Air India,5,18,Delhi,Cochin,07:05,09:25,2.0,Business,1580,5,126.14942528735632
Jet Airways,5,21,Delhi,Cochin,09:40,12:35,2.0,Business,1615,1,149.75862068965515
Jet Airways,5,12,Kolkata,Banglore,08:25,09:20,1.0,Business,1495,6,111.06896551724138
Jet Airways,6,1,Mumbai,Hyderabad,10:20,11:50,0.0,Economy,90,5,46.55172413793103
Jet Airways,6,3,Delhi,Cochin,17:30,04:25,1.0,Business,655,0,169.1264367816092
Air India,3,1,Banglore,New Delhi,10:30,21:25,2.0,Business,655,4,128.88505747126436
Jet Airways,4,9,Banglore,Delhi,06:00,08:45,0.0,Economy,165,1,52.22988505747127
SpiceJet,6,15,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,5,44.51724137931034
Multiple carriers,4,9,Delhi,Cochin,13:00,21:00,1.0,Business,480,1,144.10344827586206
Jet Airways,5,6,Kolkata,Banglore,09:35,19:10,1.0,Business,575,0,150.19540229885058
Jet Airways,5,9,Delhi,Cochin,23:05,04:25,2.0,Business,1760,3,192.0
Air India,3,15,Banglore,New Delhi,06:45,12:15,1.0,Business,330,4,100.16091954022988
Jet Airways,6,3,Delhi,Cochin,14:35,12:35,2.0,Business,1320,0,153.7471264367816
SpiceJet,6,27,Chennai,Kolkata,08:20,10:35,0.0,Economy,135,3,41.3448275862069
Multiple carriers,5,18,Delhi,Cochin,12:50,01:30,1.0,Business,760,5,88.16091954022988
Air India,3,24,Kolkata,Banglore,09:50,23:15,2.0,Business,2245,6,165.632183908046
Air India,5,15,Delhi,Cochin,09:45,09:25,1.0,Business,1420,2,85.97701149425288
Jet Airways,5,9,Kolkata,Banglore,20:00,18:15,1.0,Business,1335,3,156.13793103448276
Jet Airways,3,1,Banglore,New Delhi,16:55,10:25,1.0,First Class,1050,4,295.8045977011494
Jet Airways,4,1,Banglore,Delhi,17:45,20:45,0.0,Economy,180,0,52.22988505747127
Multiple carriers,5,21,Delhi,Cochin,09:15,19:15,1.0,Business,600,1,93.0919540229885
Jet Airways,5,15,Kolkata,Banglore,16:30,04:40,1.0,Business,730,2,124.64367816091954
Jet Airways,3,21,Delhi,Cochin,19:15,04:25,1.0,Business,550,3,144.33333333333334
Jet Airways,5,9,Delhi,Cochin,11:00,14:15,0.0,Business,195,3,109.93103448275862
Jet Airways,3,12,Banglore,New Delhi,21:25,09:30,1.0,Business,725,1,158.816091954023
Jet Airways,5,18,Kolkata,Banglore,09:35,19:10,1.0,Business,575,5,142.3448275862069
Multiple carriers,5,21,Delhi,Cochin,04:55,19:15,1.0,Business,860,1,87.06896551724138
Air India,5,6,Kolkata,Banglore,16:45,12:00,2.0,Business,1155,0,162.29885057471265
Multiple carriers,3,9,Delhi,Cochin,07:05,22:20,1.0,Economy,915,5,79.49425287356321
Multiple carriers,5,27,Delhi,Cochin,07:10,22:30,1.0,Business,920,0,90.55172413793105
Jet Airways,3,18,Banglore,New Delhi,22:50,20:20,1.0,Business,1290,0,127.4367816091954
IndiGo,4,27,Kolkata,Banglore,14:25,16:55,0.0,Economy,150,5,55.2183908045977
SpiceJet,6,15,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,5,41.3448275862069
Air India,5,15,Kolkata,Banglore,05:50,16:15,2.0,Business,2065,2,146.24137931034485
IndiGo,5,15,Mumbai,Hyderabad,20:05,21:40,0.0,Economy,95,2,25.597701149425287
Air India,5,24,Delhi,Cochin,07:00,19:15,1.0,Business,735,4,114.1264367816092
Jet Airways,6,9,Kolkata,Banglore,21:10,09:20,1.0,Business,730,6,136.10344827586206
Jet Airways,5,9,Delhi,Cochin,11:30,04:25,1.0,Business,1015,3,142.2183908045977
Jet Airways,5,21,Delhi,Cochin,20:55,19:00,1.0,Business,1325,1,148.2528735632184
Air India,3,3,Delhi,Cochin,05:55,07:40,2.0,Business,1545,6,173.71264367816093
Multiple carriers,5,18,Delhi,Cochin,11:40,19:00,1.0,Business,440,5,121.02298850574712
Air India,3,27,Delhi,Cochin,13:05,07:40,2.0,Business,1115,2,102.01149425287356
Jet Airways,5,15,Kolkata,Banglore,08:25,20:45,1.0,Business,740,2,124.64367816091954
Air India,3,1,Banglore,New Delhi,06:10,08:55,0.0,Business,165,4,180.183908045977
Jet Airways,4,1,Kolkata,Banglore,08:25,23:35,1.0,Business,910,0,81.19540229885058
Jet Airways,6,9,Kolkata,Banglore,08:25,19:50,1.0,Business,685,6,124.64367816091954
Jet Airways,3,6,Mumbai,Hyderabad,14:00,16:50,1.0,First Class,1610,2,225.22988505747125
Jet Airways,5,1,Kolkata,Banglore,14:05,08:15,1.0,Business,1090,2,160.24137931034485
IndiGo,3,21,Delhi,Cochin,08:35,16:10,1.0,Economy,455,3,78.04597701149426
SpiceJet,4,27,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,5,44.14942528735632
Jet Airways,3,18,Banglore,New Delhi,11:40,09:00,1.0,Business,1280,0,127.4367816091954
Air India,5,15,Delhi,Cochin,19:45,19:15,2.0,Business,1410,2,132.08045977011494
IndiGo,4,9,Banglore,Delhi,05:30,08:20,0.0,Economy,170,1,45.32183908045977
Jet Airways,3,1,Banglore,New Delhi,11:40,07:40,1.0,First Class,1200,4,255.97701149425288
Vistara,6,9,Banglore,Delhi,17:00,19:35,0.0,Economy,155,6,56.06896551724138
Jet Airways,6,9,Delhi,Cochin,22:50,04:25,1.0,Business,335,6,169.1264367816092
Multiple carriers,6,24,Delhi,Cochin,06:40,19:00,1.0,Business,740,0,125.02298850574712
Air India,6,15,Delhi,Cochin,19:45,19:15,2.0,Business,1410,5,110.95402298850574
Jet Airways,5,24,Kolkata,Banglore,20:00,12:00,1.0,Business,960,4,167.48275862068965
Jet Airways,4,1,Kolkata,Banglore,18:55,20:45,1.0,Business,1550,0,81.19540229885058
IndiGo,3,6,Kolkata,Banglore,15:20,17:55,0.0,Economy,155,2,64.57471264367815
Multiple carriers,5,15,Delhi,Cochin,14:00,01:30,1.0,Business,690,2,157.7816091954023
Vistara,4,1,Delhi,Cochin,14:40,17:50,0.0,Economy,190,0,55.75862068965517
Air India,3,24,Kolkata,Banglore,09:10,21:50,2.0,Business,760,6,174.5632183908046
GoAir,5,15,Banglore,Delhi,07:45,10:40,0.0,Economy,175,2,39.298850574712645
IndiGo,4,1,Banglore,Delhi,06:05,08:50,0.0,Economy,165,0,45.32183908045977
Jet Airways,5,18,Delhi,Cochin,09:40,12:35,2.0,Business,1615,5,173.89655172413794
IndiGo,6,21,Banglore,Delhi,00:25,03:15,0.0,Economy,170,4,39.298850574712645
Air India,5,21,Delhi,Cochin,20:00,19:15,2.0,Business,1395,1,124.83908045977012
IndiGo,4,21,Delhi,Cochin,05:10,10:05,1.0,Business,295,6,81.3103448275862
Air India,5,6,Kolkata,Banglore,09:25,15:05,2.0,Business,1780,0,132.66666666666666
IndiGo,4,21,Delhi,Cochin,06:50,12:10,1.0,Economy,320,6,80.0919540229885
Jet Airways,6,12,Banglore,Delhi,17:45,20:45,0.0,Economy,180,2,66.3103448275862
Vistara,6,12,Kolkata,Banglore,20:20,22:40,1.0,Business,1580,2,91.11494252873564
Jet Airways,6,12,Kolkata,Banglore,18:55,08:15,1.0,Business,800,2,149.93103448275863
Jet Airways,5,21,Delhi,Cochin,23:05,12:35,2.0,Business,810,1,173.89655172413794
SpiceJet,5,1,Kolkata,Banglore,09:00,11:25,0.0,Economy,145,2,44.14942528735632
IndiGo,6,24,Kolkata,Banglore,20:20,22:55,0.0,Economy,155,0,55.2183908045977
SpiceJet,4,12,Banglore,Delhi,05:55,08:35,0.0,Economy,160,4,49.64367816091954
Jet Airways,5,27,Delhi,Cochin,21:50,19:00,1.0,Business,1270,0,184.816091954023
Jet Airways,3,18,Banglore,New Delhi,22:50,05:05,1.0,First Class,375,0,630.183908045977
IndiGo,3,9,Delhi,Cochin,17:30,01:35,1.0,Business,485,5,141.9655172413793
Jet Airways,5,6,Kolkata,Banglore,17:00,19:10,1.0,Business,1570,0,150.19540229885058
Jet Airways,3,12,Banglore,New Delhi,18:55,07:40,1.0,Business,765,1,158.816091954023
SpiceJet,5,21,Banglore,Delhi,21:10,00:05,0.0,Economy,175,1,41.66666666666666
Air India,3,12,Mumbai,Hyderabad,09:40,15:15,3.0,First Class,1775,1,210.26436781609195
Vistara,4,1,Banglore,Delhi,19:30,22:15,0.0,Economy,165,0,64.51724137931035
Air India,3,6,Delhi,Cochin,06:10,08:15,1.0,Business,1565,2,126.8735632183908
IndiGo,4,3,Banglore,Delhi,06:05,08:50,0.0,Economy,165,2,46.86206896551724
Multiple carriers,3,27,Delhi,Cochin,08:00,21:00,1.0,Economy,780,2,79.11494252873563
Air India,3,3,Banglore,New Delhi,17:00,19:45,0.0,First Class,165,6,224.22988505747125
Air India,3,15,Banglore,New Delhi,08:50,23:15,1.0,Business,865,4,100.16091954022988
IndiGo,5,1,Kolkata,Banglore,04:40,07:15,0.0,Economy,155,2,55.2183908045977
Multiple carriers,3,3,Delhi,Cochin,08:00,15:30,1.0,Business,450,6,173.31034482758622
SpiceJet,4,21,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,6,55.2528735632184
Multiple carriers,3,6,Delhi,Cochin,11:35,21:00,3.0,First Class,565,2,250.90804597701148
Vistara,3,24,Banglore,New Delhi,11:30,14:10,0.0,Economy,160,6,62.10344827586207
Jet Airways,3,1,Banglore,New Delhi,07:00,16:10,1.0,First Class,550,4,309.08045977011494
GoAir,5,18,Kolkata,Banglore,23:30,07:45,1.0,Business,495,5,84.3103448275862
Jet Airways,3,27,Delhi,Cochin,17:35,04:25,2.0,Business,650,2,108.183908045977
Jet Airways,5,21,Kolkata,Banglore,08:25,19:50,1.0,Business,685,1,124.64367816091954
IndiGo,6,6,Banglore,Delhi,18:55,21:50,0.0,Economy,175,3,57.35632183908046
Jet Airways,5,27,Delhi,Cochin,23:05,04:25,2.0,Business,1760,0,192.0
Air India,4,9,Delhi,Cochin,05:55,19:15,2.0,Business,2240,1,88.63218390804597
Jet Airways,6,3,Delhi,Cochin,17:30,04:25,1.0,Business,655,0,117.95402298850574
Multiple carriers,6,24,Delhi,Cochin,12:50,21:00,1.0,Economy,490,0,69.04597701149426
Air India,4,1,Kolkata,Banglore,09:25,05:25,2.0,Business,1200,0,140.44827586206895
GoAir,5,1,Banglore,Delhi,20:55,23:40,0.0,Economy,165,2,44.80459770114943
Jet Airways,5,6,Kolkata,Banglore,17:00,22:05,1.0,Business,1745,0,131.80459770114942
Air India,5,18,Kolkata,Banglore,08:20,20:25,2.0,Business,725,5,144.06896551724137
Jet Airways,6,6,Kolkata,Banglore,08:25,18:15,1.0,Business,590,3,124.64367816091954
SpiceJet,3,24,Banglore,New Delhi,05:45,08:35,0.0,Economy,170,6,50.310344827586206
Vistara,6,9,Chennai,Kolkata,17:45,20:05,0.0,Business,140,6,137.72413793103448
SpiceJet,6,9,Banglore,Delhi,09:30,12:20,0.0,Economy,170,6,50.83908045977012
Jet Airways,3,3,Delhi,Cochin,19:15,04:25,1.0,Business,550,6,198.0919540229885
Vistara,4,1,Kolkata,Banglore,07:10,22:55,1.0,Business,945,0,95.34482758620688
Jet Airways,3,6,Delhi,Cochin,05:30,19:45,2.0,Business,2295,2,182.3448275862069
GoAir,5,27,Banglore,Delhi,11:40,14:30,0.0,Economy,170,0,39.05747126436781
Multiple carriers,6,9,Delhi,Cochin,13:00,01:30,1.0,Business,750,6,82.73563218390805
Jet Airways,4,6,Banglore,Delhi,06:00,08:45,0.0,Business,165,5,83.0919540229885
Jet Airways,6,12,Delhi,Cochin,05:30,04:25,2.0,Business,1375,2,149.58620689655172
Air India,5,9,Kolkata,Banglore,14:35,14:35,1.0,Business,1440,3,75.03448275862068
Jet Airways,6,12,Delhi,Cochin,09:35,12:35,2.0,Business,1620,2,152.7816091954023
Jet Airways,5,21,Delhi,Cochin,19:10,19:00,2.0,Business,1430,1,173.89655172413794
Air India,6,15,Delhi,Cochin,20:00,19:15,2.0,Business,1395,5,127.2528735632184
SpiceJet,4,21,Kolkata,Banglore,06:55,09:30,0.0,Economy,155,6,47.97701149425287
Multiple carriers,3,27,Delhi,Cochin,04:00,18:50,1.0,Business,890,2,129.8735632183908
Jet Airways,5,18,Delhi,Cochin,19:45,12:35,1.0,Business,1010,5,142.2183908045977
Air India,3,1,Banglore,New Delhi,05:50,09:15,1.0,Business,1645,4,154.4712643678161
IndiGo,5,1,Kolkata,Banglore,20:20,22:55,0.0,Economy,155,2,55.2183908045977
Air India,5,12,Kolkata,Banglore,09:25,05:35,2.0,Business,1210,6,133.816091954023
IndiGo,6,18,Banglore,Delhi,00:25,03:15,0.0,Economy,170,1,39.298850574712645
IndiGo,5,21,Kolkata,Banglore,06:35,12:10,2.0,Economy,335,1,70.14942528735632
Air India,5,9,Kolkata,Banglore,07:00,01:20,2.0,Business,1100,3,149.80459770114942
Jet Airways,3,18,Banglore,New Delhi,08:55,15:55,2.0,Business,420,0,129.2528735632184
Jet Airways,4,1,Kolkata,Banglore,06:30,12:00,1.0,Business,330,0,115.58620689655172
Jet Airways,6,6,Kolkata,Banglore,20:25,14:25,1.0,Business,1080,3,121.13793103448276
IndiGo,3,18,Chennai,Kolkata,22:05,00:25,0.0,Economy,140,0,60.6551724137931
Air India,5,21,Kolkata,Banglore,10:00,23:15,1.0,Business,795,1,137.19540229885058
Jet Airways,6,9,Delhi,Cochin,05:30,04:25,2.0,Business,1375,6,149.58620689655172
Vistara,6,6,Kolkata,Banglore,17:00,20:20,1.0,Business,1640,3,101.3793103448276
Jet Airways,5,9,Delhi,Cochin,15:00,12:35,1.0,Business,1295,3,142.2183908045977
Jet Airways,6,1,Delhi,Cochin,09:00,12:35,1.0,Business,1655,5,117.95402298850574
Jet Airways,6,3,Mumbai,Hyderabad,07:05,08:30,0.0,Economy,85,0,57.41379310344828
Jet Airways,3,27,Delhi,Cochin,21:50,19:45,1.0,Business,1315,2,85.49425287356321
IndiGo,3,21,Kolkata,Banglore,05:30,08:20,0.0,Economy,170,3,47.67816091954023
IndiGo,5,27,Chennai,Kolkata,14:45,17:05,0.0,Economy,140,0,41.3448275862069
Air Asia,5,1,Kolkata,Banglore,07:35,23:30,1.0,Economy,955,2,59.67816091954023
Jet Airways,3,6,Banglore,New Delhi,08:00,20:20,1.0,Business,740,2,192.367816091954
Multiple carriers,6,1,Delhi,Cochin,13:00,21:00,1.0,Business,480,5,91.183908045977
Air India,5,18,Delhi,Cochin,08:00,19:15,1.0,Business,675,5,102.05747126436782
IndiGo,5,12,Delhi,Cochin,14:25,17:40,0.0,Economy,195,6,57.47126436781609
Vistara,5,6,Kolkata,Banglore,17:00,09:05,1.0,Business,965,0,93.52873563218392
Air India,3,9,Delhi,Cochin,16:55,19:15,2.0,First Class,1580,5,253.97701149425288
SpiceJet,3,24,Banglore,New Delhi,05:45,08:35,0.0,Economy,170,6,49.11494252873563
Jet Airways,3,1,Banglore,New Delhi,18:40,00:45,1.0,First Class,365,4,404.42528735632186
IndiGo,4,15,Kolkata,Banglore,19:35,23:15,1.0,Economy,220,0,48.57471264367816
Jet Airways,5,1,Kolkata,Banglore,08:25,16:20,1.0,Business,475,2,124.64367816091954
IndiGo,6,12,Mumbai,Hyderabad,12:00,13:30,0.0,Economy,90,2,31.655172413793103
IndiGo,6,6,Kolkata,Banglore,10:30,16:05,1.0,Economy,335,3,72.42528735632185
Air India,5,18,Kolkata,Banglore,09:25,13:45,2.0,Business,1700,5,151.97701149425288
Jet Airways,5,21,Delhi,Cochin,17:30,12:35,1.0,Business,1145,1,148.2528735632184
Air India,3,12,Banglore,New Delhi,06:45,20:35,1.0,Business,830,1,139.39080459770116
Jet Airways,5,21,Kolkata,Banglore,20:25,22:05,1.0,Business,1540,1,150.19540229885058
Air India,4,1,Kolkata,Banglore,16:45,20:25,2.0,Business,1660,0,114.02298850574712
GoAir,4,1,Banglore,Delhi,07:45,10:40,0.0,Economy,175,0,48.72413793103448
Jet Airways,6,6,Delhi,Cochin,21:50,19:00,1.0,Business,1270,3,169.1264367816092
IndiGo,5,6,Kolkata,Banglore,18:05,23:30,1.0,Economy,325,0,71.47126436781609
IndiGo,3,1,Chennai,Kolkata,05:15,07:35,0.0,Business,140,4,83.85057471264368
Multiple carriers,6,9,Delhi,Cochin,03:50,11:30,1.0,Business,460,6,85.14942528735632
Jet Airways,6,9,Kolkata,Banglore,09:35,18:00,1.0,Business,505,6,160.8505747126437
IndiGo,5,15,Kolkata,Banglore,14:25,16:55,0.0,Economy,150,2,60.04597701149425
SpiceJet,3,9,Mumbai,Hyderabad,05:45,07:05,0.0,Economy,80,5,50.47126436781609
Air India,5,18,Kolkata,Banglore,10:00,05:25,2.0,Business,1165,5,162.17241379310346
SpiceJet,4,27,Banglore,Delhi,09:30,12:20,0.0,Economy,170,5,56.14942528735632
Jet Airways,6,1,Banglore,Delhi,08:20,11:20,0.0,Business,180,5,92.13793103448276
Multiple carriers,6,24,Delhi,Cochin,06:00,12:35,1.0,Business,395,0,143.95402298850576
Jet Airways,3,27,Delhi,Cochin,02:15,18:50,1.0,Economy,995,2,69.16091954022988
Air India,5,9,Delhi,Cochin,22:00,19:15,2.0,Business,1275,3,120.01149425287356
SpiceJet,4,1,Banglore,Delhi,21:10,00:05,0.0,Economy,175,0,41.66666666666666
Air India,3,9,Delhi,Cochin,05:15,19:15,3.0,Business,2280,5,179.1494252873563
Air India,3,27,Delhi,Cochin,08:00,19:15,1.0,Business,675,2,82.74712643678161
Jet Airways,3,21,Delhi,Cochin,06:20,04:25,2.0,Business,1325,3,141.06896551724137
Multiple carriers,6,6,Delhi,Cochin,19:00,01:30,1.0,Business,390,3,86.55172413793103
Jet Airways,5,21,Mumbai,Hyderabad,19:35,21:05,0.0,Business,90,1,65.26436781609195
Air India,6,24,Delhi,Cochin,10:55,07:40,2.0,Business,1245,0,135.09195402298852
SpiceJet,5,21,Mumbai,Hyderabad,22:45,00:15,0.0,Economy,90,1,22.58620689655172
IndiGo,3,21,Delhi,Cochin,06:40,13:20,1.0,Business,400,3,117.33333333333331
IndiGo,5,21,Delhi,Cochin,20:25,01:30,1.0,Economy,305,1,58.0919540229885
IndiGo,3,3,Delhi,Cochin,08:25,15:30,1.0,Business,425,6,170.93103448275863
Jet Airways,5,18,Delhi,Cochin,07:05,19:00,1.0,Business,715,5,142.2183908045977
SpiceJet,6,15,Mumbai,Hyderabad,22:45,00:15,0.0,Economy,90,5,23.183908045977013
Jet Airways,3,24,Kolkata,Banglore,13:55,04:45,1.0,Business,890,6,122.54022988505749
Multiple carriers,5,9,Delhi,Cochin,10:20,19:00,1.0,Business,520,3,112.57471264367815
Jet Airways,5,9,Kolkata,Banglore,20:25,23:35,1.0,Business,1630,3,150.19540229885058
SpiceJet,3,3,Chennai,Kolkata,17:45,20:05,0.0,Business,140,6,83.88505747126437
IndiGo,3,3,Banglore,New Delhi,10:05,13:00,0.0,Business,175,6,87.9080459770115
Air India,5,12,Kolkata,Banglore,12:00,21:50,2.0,Business,590,6,122.71264367816092
Air India,6,3,Banglore,Delhi,10:00,12:45,0.0,Economy,165,0,80.01149425287356
